name,salary
Beacon Specialized Living Services,"{""Direct Care Worker"":""$10.99 per hour"",""Direct Support Professional"":""$11.00 per hour"",""Home Manager"":""$35,716 per year""}"
Turf Valley Resort,"{""Banquet Server"":""$14.00 per hour"",""Banquet Set-up"":""$13.00 per hour"",""Weekend Receptionist"":""$12.00 per hour""}"
OneService Commercial Building Maintenance,"{""Cleaner"":""$14.10 per hour"",""Janitor"":""$13.00 per hour"",""Day Porter"":""$14.80 per hour""}"
Carondelet High School,"{""High School Teacher"":""$68,884 per year"",""Custodian"":""$16.74 per hour""}"
PRIME ACCEPTANCE CORP,{}
Bluejack National,{}
Red Robin,"{""Host/Hostess"":""$23,219 per year"",""Server"":""$29,135 per year"",""Line Cook"":""$27,236 per year""}"
Whitman College,{}
Chiropractic Wellness Center,"{""Chiropractic Assistant"":""$13.73 per hour"",""Front Desk Agent"":""$14.78 per hour"",""Office Manager"":""$38,426 per year""}"
Anchor Financial Group,"{""Insurance Agent"":""$58,209 per year"",""Financial Representative"":""$89,450 per year"",""Financial Professional"":""$97,222 per year""}"
Woodland Hills,{}
Goettl Air Conditioning & Plumbing,"{""HVAC Technician"":""$50.00 per hour"",""HVAC Installer"":""$92,631 per year"",""Sales Representative"":""$62,222 per year""}"
Alexander Milne Developmental Services,"{""Licensed Practical Nurse"":""$19.00 per hour"",""Direct Support Professional"":""$10.16 per hour"",""Support Worker"":""$10.00 per hour""}"
Gilman Park Assisted Living,{}
Skidmore College,"{""Resident Assistant"":""$2,063 per month"",""Model"":""$20.00 per hour"",""Environmental Specialist"":""$14.92 per hour""}"
Milwaukee Center For Independence,"{""Nursing Assistant"":""$11.44 per hour"",""Direct Service Provider"":""$12.18 per hour""}"
Ventura Orthopedics,{}
Lakeside Surfaces,"{""Install"":""$16.31 per hour"",""Commercial Sales Executive"":""$26.55 per hour""}"
"Matrix Design Group, LLC",{}
Sunset Village,{}
Tender Reflections Assisted Living,"{""Care Coordinator"":""$12.26 per hour"",""Resident Care Specialist"":""$15.67 per hour"",""Cook"":""$13.57 per hour""}"
City of McKinney,"{""Maintenance Technician"":""$37,281 per year"",""Fitness Specialist"":""$9.47 per hour"",""Customer Service Representative"":""$10.79 per hour""}"
Magnum Electric Inc,"{""Apprentice Electrician"":""$18.03 per hour"",""Electrician"":""$38.34 per hour"",""Journeyman Electrician"":""$29.73 per hour""}"
"Marathon Commerce, LLC.",{}
Anne Arundel Community College,"{""Student Assistant"":""$36,840 per year"",""Associate Dean"":""$110,848 per year"",""Senior Program Assistant"":""$26,968 per year""}"
Crossroad Transport (CRT),{}
DH Pace,"{""Administrative Assistant"":""$16.64 per hour"",""Service Technician"":""$43,339 per year"",""Technician"":""$52,722 per year""}"
"SummitView Child and Family Services, Inc.","{""Residential Counselor"":""$30,297 per year"",""Coach"":""$13.80 per hour"",""Clinician"":""$66,802 per year""}"
Union Trailer Sales & Service,{}
True Religion Brand Jeans,"{""Sales Associate"":""$11.68 per hour"",""Assistant Store Manager"":""$15.86 per hour"",""Cashier/Sales"":""$9.79 per hour""}"
Agiliti,"{""Hospital Service Technician"":""$14.98 per hour"",""Customer Service Technician"":""$14.84 per hour"",""Biomedical Technician"":""$20.92 per hour""}"
Boardroom Salon for Men,"{""Receptionist"":""$11.14 per hour"",""Hair Stylist"":""$58,193 per year"",""Front Desk Manager"":""$14.32 per hour""}"
Truebeck Construction,"{""Project Manager"":""$175,295 per year"",""Senior Project Manager"":""$202,879 per year"",""Senior Superintendent"":""$161,857 per year""}"
Elgin Community College,"{""Custodian"":""$10.82 per hour"",""Office Assistant"":""$12.99 per hour"",""Groundskeeper"":""$24,733 per year""}"
HomeGoods,"{""Sales Associate"":""$10.22 per hour"",""Cashier"":""$10.43 per hour"",""Retail Sales Associate"":""$11.35 per hour""}"
McDowell County Schools,{}
Horizon Health Services,"{""Administrative Assistant"":""$33,941 per year"",""Clinician"":""$56,863 per year"",""Care Coordinator"":""$34,182 per year""}"
CPS PRODUCTS,{}
Epic Long Island,"{""Direct Support Professional"":""$14.35 per hour"",""Habilitation Specialist"":""$13.21 per hour"",""Home Health Aide"":""$14.33 per hour""}"
Head Injury Association,"{""Service Coordinator"":""$41,362 per year"",""Direct Support Professional"":""$15.03 per hour"",""Program Manager"":""$42,964 per year""}"
Epiphany Management Group,"{""Field Technician"":""$30,379 per year"",""Help Desk Analyst"":""$10.50 per hour""}"
Troy Rehabilitation and Healthcare Center,{}
SMS Natinal,{}
XP Synergy,"{""Instructor"":""$17.33 per hour"",""Developer"":""$38,831 per year"",""Case Manager"":""$35,000 per year""}"
JEFFERS,"{""Customer Service Representative"":""$8.00 per hour"",""Retail Sales Associate"":""$9.08 per hour"",""Call Center Representative"":""$8.75 per hour""}"
"People, Pets & Vets","{""Veterinarian"":""$72,182 per year"",""Veterinary Technician"":""$19.08 per hour"",""Veterinary Assistant"":""$17.45 per hour""}"
Symetra,"{""Customer Service Representative"":""$36,935 per year"",""Sales Support Representative"":""$51,714 per year"",""Case Manager"":""$45,885 per year""}"
Christian Care Ministry,"{""Member Services Representative"":""$15.30 per hour"",""Call Center Representative"":""$13.88 per hour""}"
Eton Home Healthcare,"{""Personal Care Assistant"":""$9.48 per hour"",""Habilitation Specialist"":""$9.48 per hour"",""Licensed Practical Nurse"":""$17.96 per hour""}"
Covestro,{}
"Hughes Supply Company of Thomasville, Inc",{}
"accessAbilities, Inc.","{""Direct Support Professional"":""$11.24 per hour"",""Behavior Technician"":""$15.97 per hour"",""Caregiver"":""$10.76 per hour""}"
Lakeside Transportation,"{""Bus Driver"":""$20.00 per hour"",""Over the Road Truck Driver"":""$72,004 per year""}"
Grand Traverse Pavilions,"{""Nursing Assistant"":""$17.01 per hour"",""Universal Worker"":""$12.31 per hour"",""Registered Nurse"":""$27.74 per hour""}"
Mission Linen Supply,"{""Route Sales Representative"":""$40,002 per year"",""Route Driver"":""$34,764 per year"",""Data Entry Clerk"":""$15.52 per hour""}"
McCormick,"{""Technician"":""$52,103 per year"",""Manufacturing Technician"":""$41,620 per year"",""Laboratory Technician"":""$45,134 per year""}"
DW Distribution Inc,{}
North Range Behavioral Health,"{""Childcare Provider"":""$11.30 per hour"",""Vocational Rehabilitation Counselor"":""$14.52 per hour""}"
Viracon,"{""Unloader"":""$13.76 per hour"",""Furnace Operator"":""$38,174 per year"",""Utility Worker"":""$45,782 per year""}"
Effex Management Solutions,"{""Assembler"":""$11.22 per hour"",""Machine Operator"":""$10.73 per hour"",""Production Worker"":""$10.04 per hour""}"
Robert Denooyer Chevrolet,"{""Sales Representative"":""$67,783 per year"",""Entry Level Customer Service Representative"":""$11.34 per hour"",""Service Technician"":""$64,340 per year""}"
Big Lots,"{""Cashier"":""$10.52 per hour"",""Retail Sales Associate"":""$24,773 per year"",""Sales Associate"":""$9.96 per hour""}"
Huffard Animal Hospital,"{""Veterinary Technician"":""$16.91 per hour"",""Veterinary Receptionist"":""$13.74 per hour"",""Kennel Technician"":""$12.38 per hour""}"
Rockwater Energy Solutions,"{""Water Transfer"":""$33,085 per year"",""Operations Technician"":""$11.69 per hour"",""Driver"":""$20.41 per hour""}"
Beauty Brands,"{""Shift Manager"":""$9.62 per hour"",""Customer Service Representative"":""$8.09 per hour"",""Stylist"":""$26,949 per year""}"
Jacent Strategic Merchandising,"{""Merchandiser"":""$12.36 per hour"",""Area Manager"":""$16.48 per hour"",""Retail Merchandiser"":""$13.68 per hour""}"
Reser's Fine Foods,"{""Production Worker"":""$9.85 per hour"",""Machine Operator"":""$10.81 per hour"",""Production Supervisor"":""$46,030 per year""}"
CSAA Insurance Group,"{""Insurance Agent"":""$39,735 per year"",""Claims Adjuster"":""$43,700 per year"",""Customer Service Representative"":""$30,181 per year""}"
JDM MATERIALS COMPANY,{}
BNY Mellon,"{""Customer Service Representative"":""$34,553 per year"",""Vice President"":""$123,774 per year"",""Data Entry Clerk"":""$12.55 per hour""}"
Select Express & Logistics,"{""Customer Service Representative"":""$14.02 per hour"",""Delivery Driver"":""$14.69 per hour"",""Dispatcher"":""$15.39 per hour""}"
"Morton Buildings, Inc.","{""Crew Member"":""$16.98 per hour"",""Leadman"":""$20.58 per hour"",""Forklift Operator"":""$21.68 per hour""}"
Netsmart Technologies,{}
DL Wholesale Inc.,{}
University of Tennessee Health Science Center,"{""Post-doctoral Fellow"":""$47,554 per year"",""Research Assistant"":""$15.82 per hour"",""Accounting Assistant"":""$17.80 per hour""}"
Gatehouse Media,"{""Sales Representative"":""$39,550 per year"",""Sales Executive"":""$46,219 per year"",""Customer Service Representative"":""$16,596 per year""}"
ROSEN MATERIALS,"{""Forklift Operator"":""$13.55 per hour"",""Truck Driver"":""$18.53 per hour"",""Administrative Assistant"":""$14.39 per hour""}"
MERIT HEALTH RIVER REGION,{}
Great Wolf Lodge,"{""Lifeguard"":""$11.52 per hour"",""Housekeeper"":""$13.17 per hour"",""Attendant"":""$11.55 per hour""}"
Spacetel LLC Cricket Wireless AD,"{""Sales Associate"":""$13.67 per hour"",""Retail Sales Associate"":""$13.78 per hour"",""Store Manager"":""$16.19 per hour""}"
Brookfield Country Club,"{""Dishwasher"":""$12.00 per hour"",""Maintenance Person"":""$12.28 per hour"",""Mechanic Assistant"":""$15.53 per hour""}"
,"{""Security Officer"":""$30,956 per year"",""Security Guard"":""$30,439 per year"",""Security Supervisor"":""$43,129 per year""}"
"Knowledge Capital Associates, LLC",{}
,"{""Machine Operator"":""$17.89 per hour"",""Maintenance Technician"":""$19.18 per hour"",""Operator"":""$15.94 per hour""}"
,"{""Receptionist"":""$32,612 per year"",""Ultrasonographer"":""$69,384 per year""}"
Oatey Company,"{""Production Operator"":""$12.65 per hour"",""Assembler"":""$12.65 per hour""}"
Olga's Kitchen,"{""Server"":""$9.07 per hour"",""Kitchen Team Member"":""$10.71 per hour"",""Cook"":""$10.22 per hour""}"
The Threshold Inc,"{""Activity Leader"":""$10.97 per hour"",""Youth Mentor"":""$12.50 per hour"",""Career Coach"":""$15.30 per hour""}"
Northeast Nebraska Community Action Partnership,{}
,"{""Counselor"":""$15.12 per hour"",""Senior Counselor"":""$16.50 per hour"",""Therapist"":""$53,126 per year""}"
Olney-Sandy Spring Veterinary Hospital,{}
Craig Technologies,"{""Software Engineer"":""$77,163 per year"",""Rf Engineer"":""$105,678 per year""}"
Spee Dee Delivery Service Inc.,"{""Package Handler"":""$13.34 per hour"",""Delivery Driver"":""$45,265 per year"",""Route Driver"":""$18.85 per hour""}"
Bell Techlogix,"{""Repair Technician"":""$15.50 per hour"",""Technical Support Specialist"":""$13.16 per hour"",""Help Desk Analyst"":""$13.55 per hour""}"
Cottonways,"{""Sales Associate"":""$10.10 per hour"",""Retail Sales Associate"":""$9.64 per hour""}"
Platinum Home Investments,{}
Mountain Hardwear,{}
"Northwest Human Services, Inc.",{}
American Tower,"{""Rf Engineer"":""$84,274 per year"",""Attorney"":""$83,636 per year"",""Project Manager"":""$90,067 per year""}"
Libertana Home Health,"{""Caregiver"":""$14.30 per hour"",""Social Worker"":""$62,158 per year"",""Licensed Vocational Nurse"":""$57,591 per year""}"
Sorenson Communications,"{""Interpreter"":""$32.07 per hour"",""Communications Assistant"":""$10.64 per hour"",""Agent"":""$11.23 per hour""}"
LAPEER COUNTY EMS,{}
HUHTAMAKI,{}
PCG Public Partnerships,"{""Caregiver"":""$11.35 per hour"",""Personal Care Assistant"":""$10.79 per hour"",""Direct Care Worker"":""$11.95 per hour""}"
San Manuel Band of Mission Indians,"{""Public Safety Officer"":""$59,579 per year"",""Receptionist"":""$13.60 per hour"",""Technical Support Specialist"":""$55,283 per year""}"
"Spartan Motors, Inc.","{""Assembler"":""$16.01 per hour"",""Painter"":""$17.99 per hour"",""Product Manager"":""$121,541 per year""}"
,"{""Front Desk Agent"":""$28,901 per year"",""Sales Manager"":""$71,379 per year"",""General Manager"":""$132,644 per year""}"
Cato Corporation,"{""Sales Associate"":""$8.15 per hour"",""Assistant Manager"":""$9.42 per hour"",""Store Manager"":""$13.44 per hour""}"
"Imagine Support Services, LLC","{""Direct Service Provider"":""$11.37 per hour"",""Direct Care Worker"":""$13.40 per hour"",""Caregiver"":""$13.72 per hour""}"
Anberry Nursing and Rehabilitation Center,{}
PLC Charter School @ Estrella Mountain,{}
KGPCo,"{""Warehouse Worker"":""$39,927 per year"",""Material Handler"":""$35,281 per year"",""Account Representative"":""$44,496 per year""}"
United States Air Force Reserve Command,"{""Aircraft Maintenance Technician"":""$20.94 per hour"",""Technician"":""$41,147 per year"",""Transportation Specialist"":""$58,672 per year""}"
Miami Dade College,"{""Adjunct Professor"":""$41.58 per hour"",""Student Assistant"":""$10.26 per hour"",""Clerk"":""$9.86 per hour""}"
Aragon Construction,{}
American Licorice Company,{}
Valley Child Care & Learning Center,{}
"New York Therapy Placement Services, Inc.",{}
Sparks Regional Medical Center,{}
Blizzard Entertainment,"{""Game Master"":""$13.04 per hour"",""Customer Service Representative"":""$37,377 per year"",""Digital Marketer"":""$60,000 per year""}"
Ampersand Therapy,"{""Speech Language Pathologist"":""$54.62 per hour"",""School Psychologist"":""$62.41 per hour"",""Occupational Therapist"":""$54.06 per hour""}"
The Cary Company,{}
Infiniti Stuart,"{""Sales Consultant"":""$64,156 per year"",""Sales Representative"":""$65,340 per year""}"
LindenGrove Communities,{}
Network Medical Management,"{""Customer Service Representative"":""$18.44 per hour"",""Data Entry Clerk"":""$17.03 per hour"",""Call Center Representative"":""$15.49 per hour""}"
Tide Dry Cleaners,"{""Customer Service Representative"":""$11.34 per hour"",""Assistant Manager"":""$30,224 per year"",""Sales Associate"":""$11.94 per hour""}"
Lemonade,"{""Shift Leader"":""$14.66 per hour"",""General Manager"":""$40,644 per year""}"
"Bardi Heating, Cooling & Plumbing",{}
POTS Care,{}
Atmos Energy,"{""Customer Service Representative"":""$15.06 per hour"",""Meter Reader"":""$15.36 per hour"",""Service Technician"":""$37,902 per year""}"
RTG Medical,"{""Senior Recruiter"":""$38,464 per year"",""Travel Nurse"":""$1,878 per week"",""Registered Nurse"":""$61.03 per hour""}"
Bakkavor,"{""Sanitation Worker"":""$13.26 per hour"",""Production Lead"":""$16.28 per hour"",""Maintenance Mechanic"":""$21.58 per hour""}"
Smc Corporation Of America,{}
Upson Regional Medical Center,{}
ME FLOW,{}
"Silver Eagle Distributors Houston, LLC","{""Merchandiser"":""$12.37 per hour"",""Sales Representative"":""$44,183 per year"",""Assistant"":""$36,700 per year""}"
Rodeo Dental & Orthodontics,"{""Dental Assistant"":""$13.33 per hour"",""Greeter"":""$10.68 per hour"",""Educator"":""$8.40 per hour""}"
Avanti Polar Lipids,{}
Oak Creek Country Club,{}
Goodwill of Western MO & Eastern KS,"{""Retail Sales Associate"":""$8.56 per hour"",""Warehouse Lead"":""$10.44 per hour"",""Truck Driver"":""$16.43 per hour""}"
Phoenix Senior Living,"{""Resident Care Associate"":""$11.17 per hour"",""Medical Technician"":""$12.60 per hour"",""Licensed Practical Nurse"":""$20.05 per hour""}"
Halvor Lines,"{""Truck Driver"":""$1,168 per week"",""Driver"":""$52,865 per year"",""Diesel Mechanic"":""$23.28 per hour""}"
LoanMart,{}
OSI Group,"{""Utility Worker"":""$13.47 per hour"",""Security Guard"":""$11.00 per hour"",""Production Supervisor"":""$52,981 per year""}"
Las Palmas Healthcare Center,{}
Iowa City Health and Rehabilitation Center,{}
"BeneSys, Inc.","{""Coordinator"":""$78,192 per year"",""Member Services Representative"":""$19.77 per hour"",""Planner"":""$46,294 per year""}"
Verity Solutions Group,"{""SAP Consultant"":""$120 per hour"","".NET Developer"":""$80,000 per year"",""Tester"":""$42.43 per hour""}"
"Hanna Interpreting Services, LLC","{""Scheduling Coordinator"":""$14.40 per hour"",""Recruiter"":""$15.62 per hour"",""Billing Specialist"":""$15.30 per hour""}"
SkyWest Airlines,"{""Flight Attendant"":""$29,343 per year"",""Customer Service Representative"":""$18.17 per hour"",""Baggage Handler"":""$26,811 per year""}"
"New Hope Services, Inc.","{""Direct Support Professional"":""$10.75 per hour"",""Employment Consultant"":""$13.12 per hour"",""Support Specialist"":""$15.38 per hour""}"
Pella Corporation,"{""Operator"":""$15.38 per hour"",""Machine Operator"":""$34,899 per year"",""Assembler"":""$14.48 per hour""}"
Mission Health Communities,"{""Administrator"":""$80,000 per year"",""Nursing Assistant"":""$12.38 per hour"",""Nurse"":""$10.00 per hour""}"
BE Power Equipment Inc.,{}
Trulieve,"{""Consultant"":""$10.50 per hour"",""Bilingual Customer Service Associate"":""$11.50 per hour""}"
"Akima, LLC","{""Supply Technician"":""$52,581 per year"",""Correctional Officer"":""$27.75 per hour"",""Security Officer"":""$21.64 per hour""}"
XYPRO Technology,{}
Bonnell Aluminum,"{""Saw Operator"":""$16.08 per hour"",""Packer"":""$12.77 per hour"",""Maintenance Technician"":""$20.72 per hour""}"
TCC Wireless,"{""Store Manager"":""$44,387 per year"",""Mobile Expert"":""$11.44 per hour"",""Retail Sales Associate"":""$11.67 per hour""}"
